Company,Product,TypeName,Inches,Ram,OpSys,Weight,SR_width,SR_height,ScreenName,PBrand,PSpeed(GHz),G_model,G_number,SSD(GB),HDD(GB),Price Prediction,flag,username,timestamp
1,300,4,13.3,8,8,1.37,2560,1600,4,2,2.3,16,29,128,0,1378.4679333333345,,,2023-07-15 02:40:43.412547
